500
1500
161	487	1	4
162	439	1	7
163	137	20	16
164	144	2	17
165	121	19	18
166	433	11	19
167	167	15	6
168	210	11	12
169	204	1	15
170	22	18	17
171	256	16	15
172	191	18	15
173	478	11	11
174	104	16	16
175	12	6	14
176	124	14	8
177	245	6	8
178	415	13	16
179	159	10	3
180	96	9	5
181	394	17	14
182	412	4	16
183	320	16	12
184	400	8	19
185	452	11	19
186	84	17	19
187	185	20	15
188	230	12	20
189	182	13	6
190	270	11	19
191	463	6	19
192	451	19	19
193	369	15	10
194	29	1	11
195	418	4	14
196	263	7	2
197	340	4	10
198	120	10	5
199	20	14	6
200	237	1	13
201	419	19	13
202	413	11	12
203	380	5	3
204	179	15	9
205	476	15	10
206	287	8	8
207	133	9	3
208	14	15	20
209	494	5	10
210	273	11	9
211	385	8	3
212	409	12	12
213	395	5	7
214	218	5	1
215	133	10	10
216	352	2	12
217	360	18	8
218	192	15	1
219	238	11	6
220	77	12	3
221	447	18	5
222	9	18	2
223	43	7	16
224	148	15	6
225	344	13	6
226	405	7	7
227	160	9	11
228	117	12	9
229	43	13	8
230	94	20	10
231	340	14	1
232	67	12	17
233	386	2	8
234	295	6	8
235	471	16	17
236	295	13	19
237	120	17	8
238	55	15	5
239	105	12	10
240	257	16	2
241	48	11	15
242	23	19	19
243	407	7	16
244	475	3	12
245	288	3	3
246	290	14	1
247	185	8	13
248	175	13	16
249	478	10	9
250	203	3	2
251	101	16	1
252	346	5	7
253	424	2	18
254	234	5	16
255	263	6	10
256	107	1	10
257	144	11	16
258	455	12	1
259	41	13	7
260	18	17	18
261	236	19	16
262	373	2	19
263	131	3	3
264	191	1	8
265	292	3	8
266	371	1	15
267	107	6	2
268	145	7	1
269	312	11	8
270	364	5	12
271	328	15	3
272	189	4	15
273	420	4	14
274	460	9	9
275	139	20	4
276	66	4	9
277	383	13	12
278	19	6	2
279	59	9	14
280	298	16	9
281	421	6	13
282	338	7	3
283	414	8	10
284	150	14	9
285	141	18	13
286	365	6	3
287	161	6	6
288	443	4	11
289	204	15	19
290	361	18	3
291	460	3	15
292	301	4	1
293	205	14	11
294	290	3	5
295	388	7	8
296	110	4	5
297	67	17	9
298	169	14	7
299	140	11	20
300	451	10	13
301	341	11	17
302	95	20	12
303	287	12	2
304	365	3	11
305	46	10	8
306	58	18	9
307	198	13	9
308	148	11	19
309	481	11	7
310	397	6	19
311	209	5	3
312	82	12	9
313	49	7	11
314	289	20	11
315	157	16	16
316	141	13	3
317	321	18	2
318	392	6	7
319	54	20	4
320	119	7	6
321	366	14	20
322	106	9	20
323	27	18	9
324	211	18	14
325	446	17	18
326	100	9	9
327	139	10	1
328	233	9	12
329	177	6	16
330	359	20	10
331	352	5	17
332	179	8	10
333	322	4	18
334	263	3	16
335	469	18	4
336	358	14	15
337	89	10	4
338	423	9	2
339	46	7	10
340	270	11	11
341	361	20	18
342	134	3	2
343	309	7	1
344	237	10	13
345	145	18	11
346	225	18	1
347	316	6	12
348	112	15	2
349	174	20	2
350	163	9	13
351	335	6	4
352	378	3	11
353	467	17	11
354	193	20	17
355	266	17	6
356	460	10	12
357	490	7	3
358	193	16	2
359	213	4	8
360	342	16	4
361	141	15	3
362	139	3	16
363	175	13	17
364	428	17	12
365	363	20	8
366	112	13	12
367	98	12	20
368	141	2	4
369	275	8	13
370	44	12	19
371	60	19	16
372	1	15	19
373	285	19	6
374	354	19	11
375	389	14	7
376	406	18	3
377	25	3	11
378	291	19	3
379	146	11	11
380	48	17	6
381	189	19	11
382	388	7	19
383	145	17	19
384	120	9	12
385	108	9	6
386	299	7	13
387	420	13	1
388	222	2	2
389	36	5	16
390	353	18	6
391	262	7	2
392	274	10	1
393	438	18	5
394	276	5	6
395	225	5	20
396	33	19	17
397	233	6	13
398	59	6	15
399	47	19	7
400	43	9	2
401	378	11	3
402	105	11	12
403	144	15	7
404	381	16	12
405	107	6	10
406	451	19	11
407	462	18	9
408	265	2	12
409	472	3	3
410	330	2	7
411	45	15	14
412	141	2	20
413	220	13	1
414	288	20	8
415	385	5	8
416	246	1	5
417	463	13	17
418	451	2	13
419	164	14	11
420	189	6	12
421	182	15	14
422	23	15	18
423	345	12	20
424	275	7	3
425	490	8	7
426	211	8	8
427	238	19	11
428	371	3	4
429	401	15	15
430	95	8	18
431	430	9	12
432	325	3	8
433	259	11	19
434	36	19	6
435	299	6	15
436	267	17	9
437	314	6	12
438	183	20	14
439	154	8	10
440	42	8	15
441	401	17	9
442	470	20	9
443	261	20	8
444	476	17	15
445	376	7	17
446	189	16	7
447	321	9	8
448	259	17	11
449	264	4	3
450	468	8	2
451	284	5	2
452	436	19	14
453	187	1	5
454	306	8	4
455	144	18	10
456	377	6	7
457	108	3	1
458	159	20	16
459	57	5	18
460	274	11	5
461	324	19	12
462	186	3	17
463	359	10	16
464	67	11	5
465	254	13	1
466	155	14	6
467	320	16	11
468	367	19	14
469	108	20	7
470	271	2	16
471	186	5	15
472	151	1	9
473	40	15	20
474	500	1	3
475	406	12	2
476	439	17	8
477	336	12	3
478	327	13	5
479	227	10	11
480	4	2	15
481	11	15	18
482	464	7	18
483	269	1	13
484	264	5	8
485	353	10	12
486	338	17	10
487	295	18	2
488	267	9	2
489	97	8	16
490	225	6	8
491	388	1	6
492	314	5	20
493	296	20	16
494	134	18	11
495	483	16	6
496	161	7	9
497	302	12	8
498	56	8	2
499	199	3	13
500	19	7	8
501	218	17	15
502	9	15	6
503	58	15	19
504	426	17	16
505	330	1	7
506	110	20	8
507	386	5	5
508	358	7	1
509	415	8	17
510	397	15	5
511	294	16	14
512	437	20	19
513	335	20	3
514	11	20	1
515	335	5	15
516	240	12	4
517	47	12	10
518	142	3	17
519	486	4	8
520	138	1	2
521	175	11	8
522	110	19	4
523	144	6	9
524	109	18	13
525	97	2	15
526	482	11	11
527	456	4	14
528	402	16	6
529	351	20	4
530	147	2	5
531	495	3	13
532	20	20	13
533	114	20	6
534	97	14	12
535	327	14	10
536	42	6	17
537	351	20	8
538	133	8	15
539	352	3	6
540	406	19	8
541	184	2	3
542	272	8	4
543	268	13	7
544	408	7	6
545	266	14	12
546	339	17	19
547	288	5	7
548	110	14	8
549	413	6	3
550	9	18	19
551	203	19	13
552	46	9	10
553	118	10	5
554	263	8	13
555	163	18	18
556	215	8	19
557	142	13	14
558	109	5	3
559	193	11	6
560	135	14	19
561	333	14	17
562	491	9	5
563	77	8	3
564	470	14	10
565	213	10	8
566	179	14	3
567	339	2	15
568	221	6	10
569	452	6	6
570	207	3	17
571	1	2	6
572	159	19	3
573	473	15	17
574	308	15	19
575	301	4	14
576	451	9	1
577	112	12	6
578	408	13	5
579	410	19	13
580	320	15	6
581	234	10	14
582	185	14	20
583	186	15	15
584	58	17	2
585	382	12	14
586	493	3	6
587	306	18	20
588	186	9	6
589	165	3	19
590	320	7	14
591	165	8	10
592	472	1	17
593	100	5	8
594	69	11	12
595	319	10	4
596	399	2	9
597	44	9	14
598	488	4	10
599	407	19	3
600	247	15	12
601	428	6	2
602	486	15	15
603	200	11	8
604	492	3	7
605	100	3	12
606	427	2	20
607	9	8	3
608	57	18	14
609	29	6	14
610	163	4	5
611	214	14	15
612	414	6	19
613	138	13	1
614	275	14	1
615	98	20	20
616	163	12	15
617	480	2	3
618	24	16	16
619	468	20	1
620	146	10	10
621	376	9	8
622	331	6	15
623	499	2	20
624	403	16	5
625	198	6	20
626	136	17	2
627	226	12	1
628	277	5	2
629	4	5	14
630	365	12	3
631	33	20	14
632	79	14	14
633	104	11	18
634	351	11	3
635	196	3	10
636	373	9	16
637	97	19	15
638	206	18	2
639	266	12	13
640	38	15	12
641	278	19	3
642	437	5	1
643	101	9	18
644	312	14	4
645	230	11	16
646	272	17	2
647	466	4	14
648	436	12	3
649	118	3	14
650	14	11	7
651	444	16	14
652	375	5	7
653	233	16	2
654	179	14	9
655	197	11	2
656	282	18	1
657	219	2	6
658	494	6	4
659	270	12	9
660	80	20	12
661	277	10	9
662	76	3	15
663	221	5	17
664	114	18	5
665	230	13	20
666	270	6	8
667	21	12	10
668	235	9	15
669	485	5	1
670	8	8	5
671	346	6	12
672	170	14	9
673	240	18	8
674	71	8	11
675	390	5	10
676	28	6	14
677	207	17	14
678	348	7	17
679	180	19	17
680	240	16	20
681	401	10	18
682	37	3	9
683	180	16	16
684	433	5	1
685	129	2	6
686	121	16	1
687	109	3	7
688	193	2	7
689	84	11	14
690	294	2	7
691	286	1	7
692	492	1	10
693	346	10	5
694	219	7	7
695	57	19	12
696	432	2	15
697	401	10	18
698	472	14	9
699	325	8	3
700	48	3	4
701	326	9	1
702	408	12	10
703	55	20	6
704	477	11	18
705	173	12	3
706	201	11	8
707	341	14	11
708	292	3	9
709	436	2	18
710	116	10	16
711	310	6	13
712	48	9	15
713	145	19	15
714	172	9	19
715	269	7	10
716	318	18	1
717	416	9	3
718	23	3	1
719	209	18	2
720	329	10	17
721	199	13	15
722	443	9	8
723	467	12	3
724	190	11	5
725	354	10	19
726	110	6	18
727	476	7	4
728	120	12	18
729	136	8	2
730	130	15	20
731	356	6	1
732	201	11	15
733	62	4	4
734	219	1	2
735	157	1	10
736	397	4	2
737	351	17	15
738	460	9	7
739	151	18	9
740	497	1	4
741	257	18	8
742	46	1	13
743	230	20	9
744	113	6	4
745	80	9	12
746	114	1	16
747	140	5	18
748	223	10	8
749	380	7	12
750	266	12	17
751	37	17	2
752	371	19	6
753	378	20	20
754	426	9	1
755	366	2	6
756	123	19	4
757	174	12	14
758	256	9	8
759	30	11	17
760	183	7	12
761	369	18	2
762	413	6	8
763	37	16	6
764	496	5	20
765	207	5	20
766	354	19	17
767	311	16	10
768	466	8	5
769	325	6	12
770	95	3	17
771	409	20	15
772	456	10	3
773	307	17	16
774	208	20	3
775	217	8	10
776	345	8	14
777	349	9	3
778	257	2	19
779	19	19	20
780	30	3	19
781	262	5	5
782	266	9	16
783	378	20	14
784	36	11	16
785	41	11	1
786	65	3	15
787	325	17	12
788	324	15	17
789	67	5	6
790	69	15	16
791	250	7	19
792	79	14	11
793	117	18	20
794	428	11	19
795	241	7	10
796	106	4	1
797	188	13	18
798	210	1	8
799	16	15	16
800	421	20	8
801	96	3	5
802	229	20	6
803	7	2	16
804	7	9	7
805	62	16	11
806	20	11	7
807	70	14	6
808	46	18	1
809	201	8	13
810	456	6	9
811	488	11	18
812	407	13	8
813	35	2	8
814	44	2	1
815	32	5	14
816	291	6	2
817	478	19	19
818	383	16	3
819	105	3	1
820	162	8	11
821	471	8	2
822	369	7	11
823	162	6	1
824	231	2	8
825	363	20	12
826	12	8	6
827	312	15	7
828	493	5	16
829	252	8	7
830	269	13	13
831	460	20	6
832	230	14	11
833	239	10	2
834	66	1	2
835	246	7	16
836	308	2	7
837	361	7	6
838	229	18	11
839	129	5	19
840	437	12	8
841	13	12	14
842	157	14	12
843	151	16	14
844	306	14	12
845	382	14	19
846	175	12	18
847	423	4	5
848	261	6	13
849	157	4	15
850	162	18	11
851	135	3	11
852	307	7	13
853	316	8	4
854	234	9	2
855	5	17	20
856	344	18	13
857	224	8	2
858	417	11	9
859	113	11	16
860	185	12	4
861	3	5	14
862	238	3	17
863	420	20	14
864	393	20	3
865	341	18	12
866	237	18	2
867	8	8	16
868	250	18	13
869	235	3	17
870	396	3	19
871	73	14	16
872	89	7	16
873	457	2	7
874	112	15	12
875	71	17	3
876	36	2	2
877	412	1	4
878	346	13	15
879	420	9	14
880	341	1	14
881	281	16	6
882	328	20	18
883	464	9	18
884	96	13	1
885	431	13	10
886	142	13	11
887	425	19	1
888	158	8	15
889	61	4	4
890	307	9	10
891	424	6	18
892	36	13	8
893	67	7	11
894	325	3	9
895	164	11	11
896	223	10	14
897	162	2	17
898	356	6	4
899	95	17	3
900	421	13	5
901	93	13	5
902	329	7	17
903	137	18	12
904	96	11	17
905	147	12	2
906	114	15	14
907	489	3	11
908	96	11	18
909	315	7	3
910	425	17	14
911	41	1	14
912	216	9	8
913	133	10	9
914	68	12	18
915	299	2	7
916	329	17	7
917	22	10	18
918	166	12	6
919	318	10	11
920	288	17	9
921	204	16	8
922	19	11	12
923	30	20	6
924	317	7	3
925	93	10	14
926	382	16	8
927	469	13	13
928	410	12	16
929	138	3	5
930	426	20	17
931	409	20	11
932	456	17	19
933	198	7	5
934	122	4	19
935	136	5	5
936	302	4	7
937	418	8	12
938	159	4	13
939	435	10	12
940	361	3	19
941	1	3	1
942	485	12	17
943	7	18	2
944	79	9	9
945	69	2	12
946	494	2	13
947	160	10	11
948	195	7	19
949	38	20	13
950	134	6	2
951	480	18	5
952	74	14	9
953	159	1	20
954	235	17	6
955	52	15	5
956	424	19	2
957	190	13	18
958	75	16	2
959	186	12	10
960	206	18	1
961	259	14	1
962	443	13	6
963	314	10	10
964	32	7	11
965	446	6	15
966	148	8	15
967	352	5	14
968	57	12	7
969	167	3	4
970	373	18	9
971	13	19	17
972	305	11	14
973	290	5	16
974	66	1	18
975	445	6	6
976	340	9	3
977	36	6	12
978	457	10	10
979	136	14	18
980	43	4	7
981	122	4	19
982	287	20	12
983	102	17	15
984	288	9	3
985	342	15	6
986	342	1	10
987	4	11	8
988	392	17	12
989	319	12	5
990	413	4	13
991	54	7	16
992	78	15	8
993	416	20	20
994	406	8	10
995	400	20	13
996	149	14	18
997	70	3	11
998	318	13	10
999	79	20	12
1000	431	9	19
1001	88	16	20
1002	280	17	1
1003	8	14	10
1004	342	12	4
1005	181	4	13
1006	133	4	10
1007	120	9	6
1008	114	9	5
1009	220	9	3
1010	228	11	4
1011	401	9	16
1012	13	7	3
1013	35	12	7
1014	494	1	19
1015	278	7	8
1016	151	2	8
1017	91	17	19
1018	472	1	4
1019	191	20	13
1020	404	8	2
1021	100	18	19
1022	147	6	17
1023	289	20	17
1024	114	7	7
1025	365	12	1
1026	18	5	1
1027	467	11	8
1028	105	6	16
1029	69	6	13
1030	415	16	17
1031	427	3	15
1032	499	2	17
1033	226	19	13
1034	128	19	12
1035	170	6	19
1036	103	20	6
1037	286	13	5
1038	186	12	17
1039	455	13	11
1040	24	3	18
1041	136	11	20
1042	131	18	18
1043	430	2	20
1044	58	16	19
1045	121	7	16
1046	95	8	14
1047	87	10	1
1048	418	18	5
1049	134	4	8
1050	490	4	4
1051	122	9	12
1052	290	3	15
1053	114	17	16
1054	440	19	12
1055	383	15	13
1056	34	17	20
1057	402	5	10
1058	321	19	10
1059	112	15	2
1060	272	11	11
1061	384	4	11
1062	79	4	1
1063	107	1	13
1064	455	6	11
1065	346	2	11
1066	447	14	2
1067	316	5	17
1068	3	13	1
1069	339	5	11
1070	243	16	8
1071	192	2	19
1072	440	14	4
1073	87	12	17
1074	360	8	7
1075	401	3	19
1076	109	12	11
1077	269	11	1
1078	315	13	15
1079	465	16	19
1080	193	6	14
1081	438	3	20
1082	286	13	14
1083	10	3	3
1084	4	3	5
1085	223	13	7
1086	42	8	15
1087	234	6	7
1088	332	11	18
1089	227	1	9
1090	382	17	3
1091	256	8	3
1092	148	12	14
1093	468	19	14
1094	162	16	19
1095	141	16	9
1096	499	2	5
1097	15	15	18
1098	151	17	15
1099	369	13	11
1100	45	2	18
1101	165	3	14
1102	1	9	15
1103	124	14	5
1104	382	14	11
1105	424	15	3
1106	153	3	17
1107	237	17	1
1108	314	4	5
1109	50	4	3
1110	249	9	15
1111	21	14	15
1112	191	4	12
1113	136	14	12
1114	130	15	19
1115	325	1	1
1116	108	7	2
1117	144	2	4
1118	31	4	4
1119	228	13	6
1120	219	1	2
1121	77	19	14
1122	32	16	7
1123	151	6	18
1124	187	19	2
1125	386	18	19
1126	203	17	4
1127	255	1	3
1128	29	8	4
1129	226	11	20
1130	353	1	6
1131	379	2	10
1132	489	5	8
1133	202	16	6
1134	259	17	19
1135	332	4	19
1136	19	11	13
1137	258	6	11
1138	28	2	12
1139	108	18	2
1140	197	4	19
1141	443	11	2
1142	414	6	6
1143	416	10	6
1144	83	1	13
1145	426	16	9
1146	359	8	4
1147	490	7	15
1148	439	10	11
1149	317	6	8
1150	218	7	7
1151	456	16	19
1152	339	14	11
1153	286	11	16
1154	70	13	1
1155	498	3	10
1156	474	6	7
1157	295	16	12
1158	141	13	14
1159	236	11	19
1160	209	20	9
1161	111	4	4
1162	180	12	2
1163	296	9	12
1164	357	2	18
1165	368	2	13
1166	72	1	18
1167	90	11	7
1168	134	13	13
1169	463	11	12
1170	254	15	3
1171	363	14	20
1172	392	3	11
1173	228	16	3
1174	92	1	4
1175	54	10	1
1176	210	9	6
1177	81	13	7
1178	118	10	15
1179	176	8	13
1180	384	12	18
1181	294	9	6
1182	213	10	1
1183	26	11	14
1184	110	19	2
1185	403	6	9
1186	146	8	12
1187	4	10	16
1188	30	6	2
1189	240	16	10
1190	241	3	19
1191	11	10	12
1192	377	8	14
1193	5	4	19
1194	127	6	10
1195	403	15	9
1196	282	9	20
1197	198	20	4
1198	329	18	20
1199	159	5	18
1200	406	20	12
1201	448	7	6
1202	350	15	15
1203	444	20	3
1204	306	17	12
1205	118	19	7
1206	399	16	8
1207	319	18	5
1208	83	9	11
1209	367	15	5
1210	141	4	12
1211	355	5	4
1212	409	2	13
1213	25	11	10
1214	402	3	1
1215	323	1	13
1216	287	8	19
1217	267	2	2
1218	221	6	10
1219	424	12	15
1220	363	11	14
1221	402	3	8
1222	179	17	4
1223	12	11	14
1224	291	2	19
1225	315	17	11
1226	195	2	3
1227	26	20	15
1228	198	2	11
1229	188	14	20
1230	131	17	7
1231	345	7	12
1232	42	3	14
1233	336	11	1
1234	439	18	8
1235	25	19	8
1236	440	3	6
1237	341	12	7
1238	315	15	7
1239	113	11	1
1240	354	8	19
1241	449	7	3
1242	209	3	13
1243	20	11	8
1244	67	1	20
1245	97	15	10
1246	55	9	4
1247	366	5	13
1248	297	3	3
1249	146	4	13
1250	263	15	6
1251	343	2	13
1252	335	13	13
1253	423	15	12
1254	170	18	14
1255	422	15	4
1256	416	3	10
1257	370	4	5
1258	308	10	2
1259	265	17	3
1260	447	15	19
1261	270	20	13
1262	45	10	3
1263	490	2	15
1264	475	9	9
1265	364	13	9
1266	200	11	7
1267	354	1	6
1268	282	15	10
1269	114	2	5
1270	379	16	5
1271	278	12	6
1272	77	6	6
1273	420	6	17
1274	281	13	19
1275	209	19	11
1276	181	20	15
1277	409	2	16
1278	308	16	19
1279	401	15	12
1280	207	15	19
1281	284	16	13
1282	33	20	9
1283	214	20	11
1284	225	1	19
1285	170	10	2
1286	166	18	8
1287	280	8	19
1288	309	6	13
1289	433	13	10
1290	25	4	19
1291	203	7	10
1292	362	6	3
1293	222	19	18
1294	317	5	4
1295	102	14	14
1296	367	11	19
1297	349	15	12
1298	454	1	20
1299	440	10	3
1300	255	4	19
1301	211	2	19
1302	55	15	1
1303	403	5	4
1304	161	15	8
1305	326	3	11
1306	429	3	12
1307	105	4	18
1308	321	20	19
1309	60	2	1
1310	256	13	12
1311	279	13	7
1312	302	16	2
1313	312	19	11
1314	450	19	1
1315	97	20	10
1316	229	4	8
1317	100	15	13
1318	32	5	10
1319	419	19	18
1320	126	20	19
1321	109	7	14
1322	259	5	7
1323	437	7	3
1324	233	8	8
1325	24	6	1
1326	223	11	9
1327	300	2	1
1328	421	11	16
1329	445	6	5
1330	282	2	8
1331	303	18	7
1332	122	8	3
1333	58	14	17
1334	151	12	19
1335	114	2	4
1336	91	14	15
1337	500	1	13
1338	464	14	1
1339	202	15	10
1340	325	11	8
1341	53	20	17
1342	220	15	18
1343	455	11	6
1344	149	17	4
1345	64	8	5
1346	326	3	2
1347	386	14	11
1348	126	9	13
1349	78	1	8
1350	458	4	4
1351	402	6	2
1352	481	1	3
1353	339	9	5
1354	64	20	10
1355	125	18	8
1356	6	15	14
1357	295	5	16
1358	360	17	15
1359	390	16	10
1360	432	3	7
1361	471	2	13
1362	102	19	10
1363	203	15	9
1364	180	20	4
1365	284	9	1
1366	11	7	1
1367	103	6	7
1368	7	5	17
1369	120	13	19
1370	90	9	7
1371	19	3	16
1372	276	14	3
1373	37	15	12
1374	277	14	4
1375	153	3	16
1376	276	14	2
1377	100	12	17
1378	219	18	12
1379	457	15	13
1380	435	6	14
1381	132	10	11
1382	493	2	18
1383	498	1	17
1384	188	8	10
1385	292	2	19
1386	398	7	6
1387	465	14	1
1388	323	18	3
1389	155	16	15
1390	208	20	7
1391	462	3	14
1392	19	1	3
1393	332	12	2
1394	171	15	17
1395	6	6	2
1396	184	6	11
1397	285	8	10
1398	162	5	8
1399	467	7	2
1400	56	20	16
1401	181	19	1
1402	425	20	12
1403	194	5	2
1404	448	10	2
1405	401	19	6
1406	115	7	17
1407	69	10	2
1408	294	12	17
1409	70	10	8
1410	416	6	18
1411	6	10	1
1412	135	16	12
1413	285	14	5
1414	471	17	7
1415	201	9	3
1416	65	14	16
1417	293	7	2
1418	351	9	19
1419	363	19	19
1420	66	18	18
1421	301	4	13
1422	153	16	3
1423	496	2	13
1424	97	1	1
1425	240	6	5
1426	303	15	18
1427	338	3	19
1428	485	10	14
1429	291	5	11
1430	341	4	15
1431	263	15	18
1432	158	11	3
1433	321	3	13
1434	493	1	8
1435	465	9	13
1436	136	2	13
1437	135	7	4
1438	446	5	11
1439	480	9	12
1440	424	2	9
1441	322	5	11
1442	489	2	15
1443	21	5	18
1444	480	7	2
1445	128	6	3
1446	209	16	3
1447	213	18	11
1448	415	4	15
1449	384	9	17
1450	387	15	1
1451	342	8	12
1452	494	2	15
1453	384	13	6
1454	96	10	7
1455	306	3	14
1456	188	15	4
1457	485	7	13
1458	310	1	4
1459	409	10	6
1460	296	14	17
1461	246	17	14
1462	467	15	13
1463	16	5	15
1464	242	3	3
1465	213	13	14
1466	207	6	7
1467	253	1	13
1468	152	16	8
1469	434	9	4
1470	414	14	7
1471	276	7	8
1472	344	10	5
1473	143	10	5
1474	271	7	5
1475	166	12	20
1476	152	12	12
1477	391	7	12
1478	259	20	6
1479	251	19	5
1480	34	7	11
1481	400	19	2
1482	125	11	20
1483	171	12	8
1484	106	20	10
1485	244	10	13
1486	264	17	13
1487	13	5	13
1488	326	19	11
1489	206	4	16
1490	396	14	3
1491	472	13	7
1492	296	8	8
1493	427	17	14
1494	317	6	15
1495	123	20	4
1496	272	2	1
1497	365	17	11
1498	107	8	4
1499	464	20	11
1500	289	8	18
